,V,fitness,AH3,AF3,AF5,A3N3,AD5,s,tau,lambda1,lambda2,taquiónico,type
0,-40.40536528549228,0.067256055594349,3.328662608742519,-53.067295024222695,-39.867671923293344,-26.231633599480915,57.51781021873703,1.1211449964209517,4.787338469101569,-408.936839390525,0.0514484439911271,1,-1
1,-84.1066933820196,0.110952913588682,-2.2124213471996086,-78.02610300228258,-55.0743142550546,-42.513306798041405,92.15347414513496,1.1211449964209517,4.787338469101569,-804.546551853878,0.0587308622073526,1,-1
2,13.698950056577939,0.0320339704384547,5.084614513975595,-64.23772923317733,99.36760802365312,-80.24885992780372,71.3617961308646,1.1211449964209517,4.787338469101569,-0.151406775099346,701.771840189171,1,1
3,-14.658835443311705,0.0383283877748617,-1.1562607503727236,-20.959697164804357,29.025586943429342,-36.63350735773605,29.24182109978227,1.1211449964209517,4.787338469101569,-0.109067262359641,47.0463750490863,1,-1
4,6.962261127782744,0.0440206693587142,4.252461841064687,-50.38624462924486,84.87854088743981,-75.72858631093357,60.84661077419005,1.1211449964209517,4.787338469101569,-0.0663748818364408,553.931823642511,1,1
5,-5.223032621710758,0.0151301212382913,7.84051125264908,-49.090863265909526,57.18487137396008,-85.64715872941693,60.95012848995606,1.1211449964209517,4.787338469101569,-0.556780555505985,326.799318137165,1,-1
6,-4.034228188811051,0.0377669429275191,-3.2556496886058284,-24.55306467350724,16.891567728556694,-0.0369075774085132,23.840035659767334,1.1211449964209517,4.787338469101569,-0.471034347940469,86.9401440339609,1,-1
7,1.071123442818236,0.0675883700819653,13.8143770413526,-14.405256136574875,-29.1989267053722,-35.57174980398959,19.60250923906966,1.1211449964209517,4.787338469101569,-70.0724856548526,9.5700569406237,1,1
8,-5.702171554097595,0.0393037365678255,23.55938437558474,-35.19220899454341,-80.18537966105244,-41.95040966797488,44.70340768201666,1.1211449964209517,4.787338469101569,-277.581283701817,7.04414026098865,1,-1
9,-12.253529254120185,0.0729438637457675,9.695360990922635,-26.15932545488384,-40.09290749918004,-22.458200336531448,29.085249886781327,1.1211449964209517,4.787338469101569,-210.542018858141,1.57058451205625,1,-1
10,31.57769694340409,0.0112732460667407,10.958902626577483,-31.90782161019416,76.54371022607228,-69.57114065929483,38.562271078130095,1.1211449964209517,4.787338469101569,-0.569874277388785,702.577474200296,1,1
11,-19.955182473327145,0.0243204359011249,16.251662246748495,-50.78977707955554,-56.98328746713657,-44.4887106993684,60.23100375068299,1.1211449964209517,4.787338469101569,-279.347530997667,3.29519774593547,1,-1
12,45.465340280988606,0.034571454153934,1.8514550694126228,-5.824392105974212,88.31961590862446,-22.35155003715556,6.007026239944196,1.1211449964209517,4.787338469101569,-0.023219835307612,804.199203728749,1,1
13,-5.9165674976303295,0.0449349130296492,24.095778170157203,-36.71388136023867,-60.96667529294941,-61.64462326685689,50.449218121968585,1.1211449964209517,4.787338469101569,-191.911910111024,10.5262932129171,1,-1
14,5.013773316273104,0.0189513240202004,2.4353419462324557,-9.614538941155985,16.370060773495993,-17.186062045007844,10.722858252423734,1.1211449964209517,4.787338469101569,-0.153028682927748,139.590424323958,1,1
15,-12.905070811415998,0.0173786121600876,12.852720360493336,-63.46047638768495,7.742629849575167,-73.36678381785148,73.5224957254259,1.1211449964209517,4.787338469101569,-6.27770194400341,90.0236116876395,1,-1
16,9.929195647342064,0.0123885060586531,6.843403560151813,-6.446581581644921,8.773744430942827,-25.24816710668017,10.811989271769647,1.1211449964209517,4.787338469101569,-0.983546985176867,157.002460802846,1,1
17,-55.23167424954196,0.0237983138520885,1.6537069763285217,-49.96098382633416,-64.75924854357282,-17.553835538900913,56.66642988781433,1.1211449964209517,4.787338469101569,-652.706009046146,0.0021166943701379,1,-1
18,-3.431390920414543,0.0032225461805523,4.816470065408126,-31.0574115068446,31.34556992902705,-49.364856904933255,37.548353522369865,1.1211449964209517,4.787338469101569,-0.393364611428896,183.681570991873,1,-1
19,51.566437924397235,0.0743264899574125,14.57836704983366,-29.9806647897708,68.93446217129687,-52.34530335931667,37.38384743917811,1.1211449964209517,4.787338469101569,-0.826230803020173,860.204824153548,1,1
20,-43.67977822441376,0.0650958007758471,1.4545813211770875,-10.374755565710984,-38.420877141449886,-32.08247435847552,23.57360245549438,1.1211449964209517,4.787338469101569,-515.42579090767,0.136559933451406,1,-1
21,-46.82415474142545,0.025236511120429,11.425892021756184,-54.79682278560267,-91.10653397606497,-27.977901411139868,64.0744644649005,1.1211449964209517,4.787338469101569,-661.528723860113,0.684925303175619,1,-1
22,-48.78936403885213,0.0295360738250943,2.57268363162504,-53.02295933401915,-65.74281744718172,-11.357630131834457,57.57566953335771,1.1211449964209517,4.787338469101569,-593.016427141785,-0.0020064286994205,1,-1
23,17.3464550171732,0.0497029576470196,11.397338744840056,-18.005965155941396,44.86389736088691,-66.37255611785136,31.00043883961007,1.1211449964209517,4.787338469101569,-0.896969653618132,421.445267163151,1,1
24,-1.904498161426042,0.0175100018683509,4.645139304969149,-28.47816869000341,2.040099460763912,-20.792765324869706,31.445793650447456,1.1211449964209517,4.787338469101569,-1.14644347342891,66.3378518036217,1,-1
25,72.44940548374554,0.0506880177039974,15.79645975196648,-14.63812465422292,86.28794696327148,-47.43076125147638,15.357912630060582,1.1211449964209517,4.787338469101569,-0.851355750185829,1076.79867566928,1,1
26,58.37200556578173,0.0381231752952214,4.874588748722502,2.054844010393026,86.76631888108457,-18.896101993820963,-2.954213844156456,1.1211449964209517,4.787338469101569,-0.103188348915411,899.819028789914,1,1
27,30.242885241726437,0.0436634509700089,9.91182287668518,-36.25804942179472,34.48220361299914,-28.01423002800861,35.76331285864504,1.1211449964209517,4.787338469101569,-0.766943341904148,513.817438719123,1,1
28,-11.379486573760483,0.0148808058730895,4.979201543904523,-4.534107636683288,-23.90871134325863,-17.60119851902286,10.49718924536667,1.1211449964209517,4.787338469101569,-180.303503684692,0.507464952443352,1,-1
29,16.631991894381912,0.0337224206280082,14.698268292689036,-3.1444153931425376,-22.21677446360728,-26.454129589853466,9.345198072369598,1.1211449964209517,4.787338469101569,-7.51999366559716,99.2106701593008,1,1
30,10.073971350651423,0.021142720215534,13.86966495257876,-31.96971873449121,12.506220772311051,-56.67901590221327,40.94201363457629,1.1211449964209517,4.787338469101569,-2.62894618023167,247.098764184594,1,1
31,21.013738820138048,0.0346798530313273,24.979128796374734,-61.10111988178959,12.116640218407966,-88.01443005172405,71.69850290233956,1.1211449964209517,4.787338469101569,-5.11758157763454,425.94902323332,1,1
32,-15.12795777642411,0.0718972233759929,30.080749395995724,-81.69002928513751,-77.98413910387008,-78.70431812646478,96.756799396954,1.1211449964209517,4.787338469101569,-240.383653519187,13.1431341543651,1,-1
33,38.71771514416193,0.0355066435254214,3.913914288921049,-21.766323543821485,71.97497694432528,-23.82572866827016,20.5732472596317,1.1211449964209517,4.787338469101569,-0.131610627940459,708.826230002191,1,1
34,16.183620206214783,0.106781108068807,5.25530286453926,-11.000745567619632,40.3254802307741,-36.02252708965895,13.429645133058088,1.1211449964209517,4.787338469101569,-0.267215182996688,349.322901500191,1,1
35,-0.4264499042889981,0.0515619065977897,15.987199259833488,-28.697953024264365,14.119211724741447,-83.73611648024138,44.9881392170422,1.1211449964209517,4.787338469101569,-4.99966581796688,165.481592080373,1,-1
36,0.4361856692549403,0.0158383953311418,8.682473691907603,-24.949488503147748,-26.31230524381236,-12.270555466599902,26.598258030103025,1.1211449964209517,4.787338469101569,-44.3356958710408,6.06509648287048,1,1
37,-35.49468899515796,0.0268661468972106,8.683603629435368,-15.286134481568482,-75.13225984949752,-21.385030478661307,23.50535905626081,1.1211449964209517,4.787338469101569,-585.755482376856,0.496600950435489,1,-1
