comp_1,comp_2,target
-1.7799967920435247,-1.155249640399936,0
-0.443100115700678,-0.3515137106350307,0
-0.6682274160395346,-0.7152808759501829,0
-0.00850449604115251,-0.2913782455598177,0
-1.3737400622149036,-0.08252650821393662,0
-1.5883503327924227,1.0493927360272435,0
1.0197448457162384,-0.4807461567508955,0
-1.6629228421382558,0.5671762276979277,0
-0.741561638464128,-0.45845351710416177,0
-2.135704402928926,0.06599147762221022,0
-0.9782634804165967,-0.7447464019407786,0
-1.3280216093071489,-0.9031585239276868,0
-0.9698076308115138,-0.5064249163022007,0
-2.2677075707708196,0.024718090280008227,0
-2.9124438242303285,-1.8664330827966817,0
-0.3151924662045335,-0.6765853400751288,0
-1.9261269878950318,-0.9453843461856634,0
-0.8535331831070788,-0.5218039533864967,0
-2.426482659892289,0.3675062528881494,0
-1.6040712987873722,0.0895659333010218,0
-0.49200503199138845,0.25345584175123764,0
-1.2854448614012632,-0.16243895554375398,0
-1.2561984404105893,0.09074873869133797,0
0.02482324668715882,0.22648261703423236,0
-1.2576408405251913,-0.10572558260674227,0
-0.22934653325646867,-0.531633058008882,0
-1.3731246184083286,-0.22958569517130775,0
-1.6612664296960855,-0.0762349861873519,0
-1.9303931501156402,0.11487530047265682,0
-0.17045274088953136,-0.22311697220883298,0
-0.7245178554813969,-0.926755662549818,0
-0.6456609776543009,-0.48262166638538534,0
-0.6052170430795083,-0.570286607568825,0
-0.8567195424120917,-1.0582781590816717,0
-2.353778421095541,-1.459064284040486,0
-1.6507762545540043,0.3350051958008235,0
-0.6785335713567869,-0.01664189091433425,0
-0.9848128872091447,-0.11193117851934643,0
-3.0029881092892383,-1.0692537359686984,0
-1.9401434597547687,-0.4326171437323429,0
0.7484386065738704,-0.18766916111798668,0
-0.33597464176892844,-0.37217591494062546,0
-1.1876795736988583,-0.20622363116158157,0
-1.9933504316505533,0.40373404417392894,0
-0.5308659637421717,-0.4176037157441381,0
-0.9849834395327389,-1.0518061757964685,0
0.23200119780926245,-0.554050755077171,0
-1.490522667555001,0.4024521455544627,0
-0.6014734681191554,0.41568023406580107,0
-1.670587676079028,-0.45541693440987224,0
-1.1554089154738278,0.11940741055471174,0
-0.6264441362213196,-0.5114185287650593,0
-0.5113799039750277,-0.5632602151633909,0
-2.188028680305532,-1.296220562611921,0
-1.8965277153628104,-0.41540357717750076,0
0.001760382372754014,0.21261026578510106,0
0.28284520458265944,-0.32381070199613393,0
-2.6377674767841097,-1.848996059518221,0
-0.8326943801490364,-0.8457061224434498,0
-1.285936126869399,-0.3110033143994754,0
-1.0621755727078255,-0.24546242643615643,0
-2.2677075707708196,0.024718090280008227,0
-1.4266167460340524,-0.25802762694391795,0
-2.3355570945178368,-0.7845270553547183,0
-0.23634040710808232,-0.7056819529072942,0
-2.5295391378878356,-2.0842279306025002,0
-1.7428603365886992,-0.4298765132726496,0
-0.9525995304692658,-0.4515974340837455,0
-0.09769095500252775,-0.5836344650931294,0
-3.2285176177345147,-0.9146149962441208,0
-2.9033012281860597,-0.33290583170465854,0
-0.5583456955792946,0.028219759697494847,0
-0.7328790705550873,-0.9896045559219113,0
-1.253405053321977,-0.27084181489423015,0
-2.328589293826066,-0.6514607605873673,0
-2.099994469085806,0.3881154759411921,0
-2.5480336135854724,-0.08307876542625856,0
-1.7008833728806707,-0.7122435693366062,0
-1.3955847609818448,-0.5938962824069924,0
-0.46374303273912804,-0.5746258850266839,0
-1.4312298193291277,-1.1861555512292676,0
-0.8791977165827684,-0.26781038452635647,0
-1.4212779866820917,-0.28357124042810444,0
-1.1661934144413002,-1.1796747364679687,0
-1.2395775120130532,-0.24171942916533626,0
-2.4931768228470808,-0.9789075660830518,0
-0.5402914822295554,-1.4323111300285285,0
-0.37772569007581575,-0.14855025577616376,0
-1.8070199024150053,0.11984715328572933,0
-2.733188006258693,0.031164669786454862,0
-1.7722387807102025,0.4746035884641695,0
-0.3963728571370324,-0.03486465523398627,0
-0.1835150192277683,-0.8275902832214267,0
0.3416424787711791,0.885201441686121,0
-0.8202727725434965,-0.7084706978220034,0
-1.9730081723418826,-2.3529310842422393,0
0.1985749534901006,-0.5667804137444427,0
-0.32357899980772925,-0.7677458883194491,0
-1.1185252715640133,0.21074194283359474,0
-0.8234074659903393,-0.534950998372846,0
-2.007389317767152,-1.0889630972850464,0
-0.23226564844789202,-0.5284162388576797,0
-1.610296430282113,0.27295092256502124,0
-1.8920054054553495,-1.772240357264733,0
-3.2045790066335913,-1.6457715858516642,0
-0.477433916041499,-1.131765522486808,0
-3.286753290697011,-1.645468002591527,0
-2.229366712998378,-0.5016563282754468,0
-2.0861851367597892,-0.38613561106317446,0
-0.20522190765530157,-0.10550501607121869,0
0.6608443959861202,-0.21490851320075882,0
-1.3267765793790034,-0.29470607558416645,0
-1.4772202963482017,-0.14191654354262156,0
-1.3358629649022093,-0.16122074432865646,0
-1.8446498874086354,-1.3154279218223923,0
-2.2562714800204593,-0.2728010552027867,0
-0.4267450494098314,-1.099519551850898,0
-1.0403001769136822,-0.8988602872055808,0
-1.4022863413623585,-0.14026827509480075,0
-0.2546413601615862,-0.647337976071853,0
-0.8286020706581354,-0.17444275836478867,0
-0.4978426225357713,-0.6734456717225068,0
0.8668656196835711,0.026482435719932477,0
-0.8185386099958516,-0.4975687972202499,0
-0.8991996758423084,-0.7038290346011822,0
-1.7817877320436277,-0.3351574034788161,0
-1.2882914394407643,-0.8970704081477668,0
-2.2831619228690827,0.5590102579644601,0
-1.4209791477099154,-1.1181862092638046,0
-0.552009169954404,-0.14023825348994662,0
-2.2111558566490714,-1.7903994554625309,0
-2.0700865379416564,-0.3411512462233624,0
0.18373684980066693,-0.5913689294821258,0
0.4899508873902246,-0.5303658084293837,0
-1.524013056672292,-0.19040581834512552,0
-0.42212295990334303,-0.07180713686267173,0
-0.39893841453915846,-0.6205844508035104,0
-0.14846726415863798,-0.2902646651911527,0
-0.5904064086449083,-0.6725959942741183,0
-2.5664867965678595,-1.198021576993127,0
-0.0034923486301877346,-0.03800377408108988,0
-2.2998619632443225,0.19223099584777373,0
-1.8263900261870472,-0.3945768908715378,0
-0.18699031846078823,-0.35016700762984343,0
0.9393165130651944,-0.29719554837418555,0
-1.7774840459445398,-0.5276255867033146,0
-1.7495069563803538,-0.24759000028217978,0
-0.8676940565581353,-0.00031783062355991487,0
-1.3719274362706566,-0.5955741202839764,0
-2.063272628540527,-0.09884424714140916,0
-2.2439290052268244,-0.7194207943036575,0
-0.6395705733047448,-0.22443295744691838,0
-2.274676669745866,-0.10926207999852401,0
-0.7675674534752924,-0.6583288152035105,0
-0.12779616159792737,0.310664459545501,0
-0.400975813998093,-0.4241697145810975,0
-1.9610106649222778,-0.17960518034180528,0
-0.07694776250536693,-0.8430088682878182,0
-2.0806263082612304,0.2755984510353257,0
-0.7529638328018493,-0.5535562632398039,0
-0.8948574592959876,-0.4693204819235294,0
-2.261979865586818,-0.4110579047199596,0
-0.7654113788115934,-1.3714557977026913,0
-0.09776794727147704,-0.08318884049211957,0
-0.6316639305213192,0.3418164034622056,0
-2.602269523648767,-1.3551114991546103,0
-1.6501911132070155,-1.8171967347073485,0
-0.9669430723290022,0.3990628449502837,0
-2.073275762816712,-2.375735297052876,0
-0.2576042873166434,-0.5456326012542569,0
-1.3397145770042256,-0.21399701354054604,0
0.1198603397504147,-0.5569212183416723,0
-2.5087152998815574,-2.19107797908786,0
-0.9127670678757588,-1.0554018663859528,0
-0.7544519009547832,-0.9114047004986392,0
