,V,fitness,s,tau,AF3,AH3,A3N3,AF5,AD5,lambda1,lambda2,taquiónico,type
0,-0.0635663420587804,0.2106654858658141,1.600149459561681,3.485910062937601,-30.104073660682246,-1.3683122452377177,-55.46518391606669,78.25268590281448,34.77512320720194,-0.079663642920996,0.0497151985010856,1,-1
1,0.1819124233538721,0.0752464732417189,1.600149459561681,3.485910062937601,59.14156407357388,23.431169997491157,-87.88881502444477,64.90152299902797,1.7092822378981936,0.4529047222345667,0.6991631559791388,0,1
2,0.6456691715554611,0.0822565809320709,1.600149459561681,3.485910062937601,-58.69507239707872,2.340357101088884,-43.89349085816923,-3.1756411870673418,71.20101842849027,-0.0570534983967993,0.0672754783127507,1,1
3,0.1353494759330377,0.1384532073811019,1.600149459561681,3.485910062937601,69.33126112383096,17.70585105710238,-38.20972469686977,-2.0381185050215294,-18.382675269695,0.2890723910999869,0.618161836921422,0,1
4,0.434704832384909,0.1490617980786203,1.600149459561681,3.485910062937601,32.19429591555945,20.944421061859828,-78.16887762824824,54.00384044372376,18.602578215363152,0.4882237507520373,0.5693436491225095,0,1
5,0.1994004444541367,0.1281091846240401,1.600149459561681,3.485910062937601,91.85069008047468,28.83391456830577,-76.84067549227782,-3.740985515595014,-11.63951404999861,0.2845595144800528,0.9438280986454156,0,1
6,0.7422321416153801,0.1763748424915281,1.600149459561681,3.485910062937601,-66.46497627788611,9.360381891192816,-67.49528982143866,-21.85901208020724,89.27350564164337,-0.1976686755065519,0.1464408436796337,1,1
7,0.4077758871525742,0.0997736009180873,1.600149459561681,3.485910062937601,-17.605808596148265,12.490364424337798,-28.763468803595188,-43.38346667670299,33.53595141019858,-0.1609337406422298,0.1970580225916797,1,1
8,0.1423947913375016,0.0699016883705238,1.600149459561681,3.485910062937601,78.695461808694,29.045494245879524,-77.0330757909608,26.092466750423554,-13.60291577205676,0.3707116132623138,0.781053740173983,0,1
9,0.2815569763550088,0.0506796613828326,1.600149459561681,3.485910062937601,-52.03015595199805,6.000494242125143,-86.17141480208868,62.26483346510975,69.88635322755343,-0.0962022956094357,0.1142625299995021,1,1
10,0.4092286246514867,0.0757042699032619,1.600149459561681,3.485910062937601,-30.71935862629691,7.703066760231408,-43.3468449609424,3.2595430537586623,45.13514182458269,-0.0200199209040833,0.1247088445175824,1,1
11,0.1352756734730121,0.0632276257767322,1.600149459561681,3.485910062937601,42.82133996883616,19.97742771380797,-95.60098995663128,94.92189545119189,10.415719688996134,0.45809793457986,0.6014126375637849,0,1
12,0.2360635288674532,0.1259410645573661,1.600149459561681,3.485910062937601,-43.78559029285152,7.336935841424037,-73.89697178440353,36.7620052932987,60.28154582294596,-0.1671479714805576,0.1130660492171324,1,1
13,0.3036281323857047,0.1125251972606016,1.600149459561681,3.485910062937601,-55.67923614823209,6.204838462333299,-80.41160421300567,51.30593404934282,70.07088151924006,-0.1265628750413837,0.0756702736243351,1,1
14,0.322311263319493,0.1245632434897946,1.600149459561681,3.485910062937601,33.48506016065903,15.79931166255362,-72.7349061379747,68.94164035686552,13.823497917871949,0.4571500002083466,0.5666617267647653,0,1
15,0.3379617608671726,0.1207195436674356,1.600149459561681,3.485910062937601,23.19587373767685,22.24422923424092,-97.26192906748015,83.86772201151214,25.358578522768997,0.4236942245887749,0.5737823757211339,0,1
16,0.4818531249285094,0.1804505278616111,1.600149459561681,3.485910062937601,54.36126044550437,21.766402145643937,-86.80912388283572,29.2893340445946,20.33627863654817,0.3697831548321909,0.8811417963164339,0,1
17,0.0055285191177613,0.0488371948449404,1.600149459561681,3.485910062937601,-11.395376861167378,5.609288397871097,-44.27584060645249,45.25516627999062,20.104365551793062,-0.0076766121628062,0.1014233714402453,1,1
18,0.1306589406700641,0.0632380349057615,1.600149459561681,3.485910062937601,5.04565392525673,2.170610072929861,-2.1714261321074275,-14.831734825687889,3.6140762184693926,0.0213059893459416,0.10294696421183,0,1
19,0.4528928486516564,0.1272129653431801,1.600149459561681,3.485910062937601,-37.80328892314926,15.490890659222686,-73.10125289243302,0.960402943840606,61.55071263011965,-0.171460627637248,0.2419458625919293,1,1
20,0.0819675337663961,0.1307804570764818,1.600149459561681,3.485910062937601,52.16745593579867,14.96973478858716,-55.12434600898533,39.26037681287161,-6.247810196164323,0.2986234368866424,0.5529963928842543,0,1
