,V,fitness,AH3,AF3,AF5,A3N3,s,tau,lambda1,lambda2,taquiónico
0,0.000206584653402573447484799618046,1.75503328695215e-9,20.395642520596354,-51.63948289194502,-10.998512233202035,-39.780198613702055,82.52957886025192,7.968338083164051,-1.41857820741242e-6,1.41912037607964e-6,1
1,0.000113341819284270726650443172900,2.42497488854418e-9,5.124018285339389,-49.70114830238821,87.74665084348237,22.72525346512684,84.21105524328114,9.583259908117759,-3.86094722450234e-7,3.90731137309355e-7,1
2,0.00000990757475903160982825916558436,3.28967919355061e-11,1.483338695099107,-71.63827579806494,82.78855800961978,-24.27478857683684,91.84707952412174,23.029553652574908,-6.98633019612077e-8,6.99201238085723e-8,1
3,0.00000571444010291170208156461343685,6.28273572698200e-9,2.561210733563499,9.670356961726355,-5.829362285167818,-36.37212021466556,96.5457657279204,15.996520416575855,-8.08632140600206e-8,9.34128670494612e-8,1
4,0.00000706551713892964540947349075251,5.88870050624802e-9,1.033350650981376,82.58105562538805,32.53321634809032,-61.3467861220822,90.33699901462194,62.78625805464397,-3.99894419096594e-8,5.17629476537551e-8,1
5,0.00000836130242050673299898742169001,4.82837089480005e-9,0.05147539623857256,-96.9852705215038,-6.714437998964073,6.013890769981472,98.1405369216978,66.40921077907961,-1.18950616839888e-9,1.08461059236108e-8,1
6,0.000209727718603174381360385036821,5.20242835850181e-9,19.022232045602962,-64.99628496140784,0.2162216340769305,16.735579945532123,92.7047923121698,8.315178791275956,-8.56024906674349e-7,8.65079117069624e-7,1
7,0.000125762100250310731273939435226,1.67933981728655e-8,7.672671372621863,-81.420588802844,78.05748446199473,2.1388410834452856,87.13648434966173,11.381222491806774,-4.52750598276379e-7,4.85983890885511e-7,1
8,0.00000922521792187546307189346256328,4.34912867578959e-10,6.405755246620885,-17.20176946395877,44.28756731336557,-91.63063477879491,85.37535034605597,15.295209532359566,-3.65876735570276e-7,3.66528986958844e-7,1
9,0.0000373521594911010079622520896336,5.41293360433005e-9,10.62939210841158,-10.853655969856035,-48.82704968244968,-66.49365733804177,87.83002941636198,8.804786151959721,-5.40261355397928e-7,5.50577518759274e-7,1
10,0.0000218289441087878133122314461279,7.67298278033664e-9,4.461152267586115,-81.67149710069532,6.4269808156937955,-86.16516696111051,87.90421721337505,23.404038384155058,-2.25508349733716e-7,2.40760850073656e-7,1
11,0.00000148711926895290839597315452059,4.41796495259568e-9,2.5131469961132495,-62.978861857260384,-78.90707648203501,-80.80228148401496,99.0957892697801,33.786219087097805,-8.10349913474850e-8,7.88294924115689e-8,1
12,0.0000198738968010006489728260653527,3.91651132014416e-9,6.982494380434076,-11.449946576283821,-91.05624836598423,-60.22874366022564,96.30637330633772,11.446703936861036,-2.43589479332224e-7,2.51296225384679e-7,1
13,0.0000114829664869834312777852058929,1.71136297682143e-9,3.2775104442387004,-45.307336559848466,-58.258375050109535,-58.55251467211164,90.67616835354508,21.321412087769897,-1.48849029231140e-7,1.52230352924814e-7,1
14,0.00000691523680529393978760280964346,2.66818019809296e-9,1.5637706158572655,-97.56927588694822,-25.605867687262204,-52.977033884583655,83.43714581271254,38.272923225957925,-9.86288230685132e-8,1.03949268862848e-7,1
15,0.000126847466223571603803621510309,4.15290574025366e-9,5.456750904270464,-39.555921550834874,-62.73168542096457,59.43910994347635,92.34316392964597,8.399431829850945,-2.98872325563269e-7,3.07027164527542e-7,1
16,0.000271981015402308575791556766177,2.87019872633822e-9,27.098681626615047,-46.61132666986227,84.83460256312111,33.370355586700214,91.92307768512829,6.783915881745317,-1.24111809507026e-6,1.24407458293128e-6,1
17,0.00000964277492934386258756872256637,7.26426978682641e-9,-0.3639345552145983,57.24866068589961,-1.6867755738700083,21.486863287441267,96.48675547488634,39.20456621064259,-7.54622211718421e-9,2.20741825480491e-8,1
18,0.000354971076123265338441575833528,1.61132310487585e-8,46.10966510061289,-46.58068861783169,-72.7324777117669,-11.365196105781152,91.45895841380243,6.313261515644275,-2.07478766036923e-6,2.09908777537280e-6,1
