,V,fitness,V_O,s,tau,AF3,AF3_O,AH3,AH3_O,A3N3,A3N3_O,AF5,AF5_O,AD5,AD5_O,lambda1,lambda1_O,lambda2,lambda2_O,taquiónico,taquiónico_O
0,18.183098892127834,195705.31037078303,0.0077677,1.7555182361220556,2.3361041145351167,79.83950122418182,0.650358479837521,46.17016096612082,0.22999468593535122,-1e-20,-0.47798848491126,66.84957016580566,-0.616254333313728,66.46246805866623,0.057724574405142295,3.7773196572488033,-0.016365,39.69221556605088,0.020132,0,1.0
1,19.999117681501843,69556.85707809539,0.0077677,1.7555182361220556,2.3361041145351167,59.229120573424524,0.650358479837521,100.0,0.22999468593535122,-59.26310125330414,-0.47798848491126,-24.33141988005789,-0.616254333313728,100.0,0.057724574405142295,3.0761548754805474,-0.016365,38.23238366712268,0.020132,0,1.0
2,11.045925728809191,68390.89284683441,0.0077677,1.7555182361220556,2.3361041145351167,100.0,0.650358479837521,100.0,0.22999468593535122,-100.0,-0.47798848491126,25.16349217243296,-0.616254333313728,-2.1342170472566337,0.057724574405142295,0.9452819220490927,-0.016365,27.549256897178616,0.020132,0,1.0
3,6.096354797299795,41980.66009519088,0.0077677,1.7555182361220556,2.3361041145351167,100.0,0.650358479837521,7.5263388740906905,0.22999468593535122,-52.558001253787225,-0.47798848491126,88.18097337413285,-0.616254333313728,19.381272977385187,0.057724574405142295,2.665803564469778,-0.016365,17.361440580361588,0.020132,0,1.0
4,11.508826002778669,66601.14611961879,0.0077677,1.7555182361220556,2.3361041145351167,100.0,0.650358479837521,50.841467712918536,0.22999468593535122,-34.82590603904732,-0.47798848491126,-74.62936353014715,-0.616254333313728,58.324925592687,0.057724574405142295,4.179743582208997,-0.016365,18.494381518630487,0.020132,0,1.0
5,10.995413382772275,144903.1838852748,0.0077677,1.7555182361220556,2.3361041145351167,95.404832404524,0.650358479837521,8.123459160469402,0.22999468593535122,-56.35646850283932,-0.47798848491126,57.48084291660833,-0.616254333313728,89.5700124300949,0.057724574405142295,3.5192683912121616,-0.016365,23.3994710231299,0.020132,0,1.0
6,15.020106938309464,56513.05396521417,0.0077677,1.7555182361220556,2.3361041145351167,89.35163859068072,0.650358479837521,62.110564697778415,0.22999468593535122,-18.588540962682945,-0.47798848491126,100.0,-0.616254333313728,6.3628315850002295,0.057724574405142295,2.4468611136881258,-0.016365,37.89022797769849,0.020132,0,1.0
7,11.571236000274542,63900.48615829552,0.0077677,1.7555182361220556,2.3361041145351167,100.0,0.650358479837521,44.89585379714168,0.22999468593535122,-34.92878564661325,-0.47798848491126,-58.53892966741434,-0.616254333313728,62.18118344319946,0.057724574405142295,4.254613054747729,-0.016365,19.22582644310203,0.020132,0,1.0
8,6.9790987839919865,111559.98025187902,0.0077677,1.7555182361220556,2.3361041145351167,-46.693289941269605,0.650358479837521,11.322040141090412,0.22999468593535122,-58.05100887141125,-0.47798848491126,89.68942718632725,-0.616254333313728,100.0,0.057724574405142295,0.8474676785007897,-0.016365,14.372642730951165,0.020132,0,1.0
9,23.520590219058366,259396.84144663205,0.0077677,1.7555182361220556,2.3361041145351167,100.0,0.650358479837521,100.0,0.22999468593535122,-1e-20,-0.47798848491126,21.48045357583195,-0.616254333313728,50.41249747578373,0.057724574405142295,3.381705707262803,-0.016365,50.687163860614646,0.020132,0,1.0
10,12.098309089218715,31143.448040993444,0.0077677,1.7555182361220556,2.3361041145351167,100.0,0.650358479837521,83.02151540618853,0.22999468593535122,-1e-20,-0.47798848491126,-100.0,-0.616254333313728,-4.907556090718799,0.057724574405142295,1.4567155802276872,-0.016365,23.279755629779288,0.020132,0,1.0
11,19.826802285213176,66615.65255243845,0.0077677,1.7555182361220556,2.3361041145351167,37.64497984913788,0.650358479837521,100.0,0.22999468593535122,-16.77399953006467,-0.47798848491126,-100.0,-0.616254333313728,100.0,0.057724574405142295,2.1061885644057874,-0.016365,34.473234010216714,0.020132,0,1.0
12,11.690962049309015,117819.69083199743,0.0077677,1.7555182361220556,2.3361041145351167,100.0,0.650358479837521,37.025789841924706,0.22999468593535122,-100.0,-0.47798848491126,40.85585187462439,-0.616254333313728,95.00663021884174,0.057724574405142295,4.730739791698701,-0.016365,22.859143046010026,0.020132,0,1.0
13,8.949981737909589,83298.98570644323,0.0077677,1.7555182361220556,2.3361041145351167,100.0,0.650358479837521,-11.589577636252901,0.22999468593535122,-23.730275492464642,-0.47798848491126,-33.034070172758106,-0.616254333313728,100.0,0.057724574405142295,0.7561855616725612,-0.016365,17.010741039717168,0.020132,0,1.0
14,20.98511933145066,139738.37779885068,0.0077677,1.7555182361220556,2.3361041145351167,24.774976743881766,0.650358479837521,88.50960749001749,0.22999468593535122,-51.28742118248985,-0.47798848491126,100.0,-0.616254333313728,92.34632649923364,0.057724574405142295,2.050168377674918,-0.016365,46.79082275183545,0.020132,0,1.0
15,7.804255810119489,108424.95176962824,0.0077677,1.7555182361220556,2.3361041145351167,100.0,0.650358479837521,-10.914786426836802,0.22999468593535122,-62.569463027682815,-0.47798848491126,65.55944131406433,-0.616254333313728,83.39366929597031,0.057724574405142295,1.6209141985287712,-0.016365,19.008601178024385,0.020132,0,1.0
16,22.79946574959834,84433.47284976138,0.0077677,1.7555182361220556,2.3361041145351167,6.205656449650158,0.650358479837521,78.18806954581886,0.22999468593535122,-8.287997619075043,-0.47798848491126,100.0,-0.616254333313728,100.0,0.057724574405142295,1.8764428286022223,-0.016365,50.171718012742936,0.020132,0,1.0
17,21.972927931336095,175688.72540711635,0.0077677,1.7555182361220556,2.3361041145351167,37.712555965421274,0.650358479837521,100.0,0.22999468593535122,-1e-20,-0.47798848491126,46.01234193906938,-0.616254333313728,54.96236118890228,0.057724574405142295,1.1493111798620461,-0.016365,48.77285360547686,0.020132,0,1.0
18,17.69050757634594,122078.7832562891,0.0077677,1.7555182361220556,2.3361041145351167,-4.266678062632849,0.650358479837521,100.0,0.22999468593535122,-61.925786129836204,-0.47798848491126,-2.3733374580374402,-0.616254333313728,100.0,0.057724574405142295,0.3943630197308643,-0.016365,35.07751729229068,0.020132,0,1.0
19,19.03271935009386,158245.5032963899,0.0077677,1.7555182361220556,2.3361041145351167,100.0,0.650358479837521,43.281333103958296,0.22999468593535122,-44.11091305662704,-0.47798848491126,89.84199653674396,-0.616254333313728,100.0,0.057724574405142295,5.024130960606492,-0.016365,40.96118055049912,0.020132,0,1.0
20,22.530798804942194,269872.2412463391,0.0077677,1.7555182361220556,2.3361041145351167,81.70628749343157,0.650358479837521,100.0,0.22999468593535122,-7.687838830288634,-0.47798848491126,30.27279991847714,-0.616254333313728,51.90871209311899,0.057724574405142295,2.728779072624711,-0.016365,49.01831577624879,0.020132,0,1.0
21,18.00874692364379,95244.27770542193,0.0077677,1.7555182361220556,2.3361041145351167,77.85062969874502,0.650358479837521,89.59676530543248,0.22999468593535122,-44.5917830677747,-0.47798848491126,-100.0,-0.616254333313728,100.0,0.057724574405142295,3.913253488235254,-0.016365,29.83432762253951,0.020132,0,1.0
22,19.089943646989312,109234.98867099438,0.0077677,1.7555182361220556,2.3361041145351167,100.0,0.650358479837521,100.0,0.22999468593535122,-55.86612581377207,-0.47798848491126,-7.205260783384325,-0.616254333313728,60.5194376502547,0.057724574405142295,3.476253706896216,-0.016365,39.11631023583392,0.020132,0,1.0
23,6.079350566230371,87396.82274798474,0.0077677,1.7555182361220556,2.3361041145351167,15.365390182434531,0.650358479837521,23.595082499065583,0.22999468593535122,-69.92915051981366,-0.47798848491126,100.0,-0.616254333313728,47.20511729598051,0.057724574405142295,1.4620359190066408,-0.016365,15.768883829077982,0.020132,0,1.0
24,14.227274168730958,28577.47814720941,0.0077677,1.7555182361220556,2.3361041145351167,100.0,0.650358479837521,86.5100251569768,0.22999468593535122,-100.0,-0.47798848491126,-100.0,-0.616254333313728,100.0,0.057724574405142295,4.6588245956924474,-0.016365,21.4160832341888,0.020132,0,1.0
25,14.955891742849342,58404.14559002813,0.0077677,1.7555182361220556,2.3361041145351167,78.12221922208897,0.650358479837521,73.2649091740123,0.22999468593535122,-64.53917936243461,-0.47798848491126,-77.70733101004589,-0.616254333313728,100.0,0.057724574405142295,4.246953326566448,-0.016365,23.892945861892333,0.020132,0,1.0
26,8.84606130437654,62814.17603339022,0.0077677,1.7555182361220556,2.3361041145351167,59.87600431449815,0.650358479837521,43.97536496638228,0.22999468593535122,-51.67402291824244,-0.47798848491126,100.0,-0.616254333313728,8.962971270666198,0.057724574405142295,1.7102501630701745,-0.016365,24.113472647528607,0.020132,0,1.0
27,9.604126198572676,79263.76372915672,0.0077677,1.7555182361220556,2.3361041145351167,87.53473772940607,0.650358479837521,64.24935403199117,0.22999468593535122,-23.024625293817277,-0.47798848491126,100.0,-0.616254333313728,-52.00564857380009,0.057724574405142295,0.49512877204663397,-0.016365,29.740210236337404,0.020132,0,1.0
28,19.38252121866153,93827.68827146929,0.0077677,1.7555182361220556,2.3361041145351167,65.91012283040017,0.650358479837521,99.0965966439097,0.22999468593535122,-34.41246107141543,-0.47798848491126,-100.0,-0.616254333313728,97.79771839190116,0.057724574405142295,3.1651374019652607,-0.016365,33.32712479391767,0.020132,0,1.0
29,20.65713832409235,111821.47193269306,0.0077677,1.7555182361220556,2.3361041145351167,-13.13383837415003,0.650358479837521,100.0,0.22999468593535122,-6.97642976654818,-0.47798848491126,-30.58581101482575,-0.616254333313728,100.0,0.057724574405142295,0.25423344892273647,-0.016365,40.09512731458433,0.020132,0,1.0
30,5.5660345560116635,100606.03482418321,0.0077677,1.7555182361220556,2.3361041145351167,96.67103524565069,0.650358479837521,36.91480159376235,0.22999468593535122,-10.637757341556753,-0.47798848491126,-25.19023786648104,-0.616254333313728,-23.82982568173847,0.057724574405142295,2.132677800586542,-0.016365,12.428782643566874,0.020132,0,1.0
31,11.83614977932946,62282.206845170105,0.0077677,1.7555182361220556,2.3361041145351167,-60.07109906531299,0.650358479837521,20.11877248221403,0.22999468593535122,-8.36436680338241,-0.47798848491126,100.0,-0.616254333313728,100.0,0.057724574405142295,0.3998517541677309,-0.016365,25.61979454453095,0.020132,0,1.0
32,16.066453193730805,91740.20472401459,0.0077677,1.7555182361220556,2.3361041145351167,96.30543375329738,0.650358479837521,61.50871485398011,0.22999468593535122,-50.505372280089205,-0.47798848491126,-53.399649129643194,-0.616254333313728,100.0,0.057724574405142295,4.990698263992428,-0.016365,27.314816551439066,0.020132,0,1.0
33,12.166140183798388,155091.45265671087,0.0077677,1.7555182361220556,2.3361041145351167,29.054945685420748,0.650358479837521,56.935518341327594,0.22999468593535122,-80.00399490455175,-0.47798848491126,7.5957102854731815,-0.616254333313728,100.0,0.057724574405142295,2.8270940654936325,-0.016365,21.954359278690145,0.020132,0,1.0
34,4.023610373166072,34562.064106462225,0.0077677,1.7555182361220556,2.3361041145351167,-18.307098011728485,0.650358479837521,7.2459423448079425,0.22999468593535122,-42.13348341627281,-0.47798848491126,100.0,-0.616254333313728,41.89795651047028,0.057724574405142295,0.38907916583304214,-0.016365,11.514308636062346,0.020132,0,1.0
35,19.05687485730188,44977.76004045958,0.0077677,1.7555182361220556,2.3361041145351167,100.0,0.650358479837521,100.0,0.22999468593535122,-75.1646340574074,-0.47798848491126,-69.50126868133052,-0.616254333313728,100.0,0.057724574405142295,4.5283848429626214,-0.016365,33.66725211643015,0.020132,0,1.0
36,4.865511750456729,32733.25844971647,0.0077677,1.7555182361220556,2.3361041145351167,100.0,0.650358479837521,59.37935841842321,0.22999468593535122,-71.04300544130963,-0.47798848491126,-100.0,-0.616254333313728,12.721401483767092,0.057724574405142295,1.587493528140398,-0.016365,6.683353241923781,0.020132,0,1.0
37,24.55493702767104,180098.9057843709,0.0077677,1.7555182361220556,2.3361041145351167,100.0,0.650358479837521,85.00898020149447,0.22999468593535122,-1e-20,-0.47798848491126,65.57034734567097,-0.616254333313728,68.2966987339107,0.057724574405142295,4.167855777348841,-0.016365,53.77559909795713,0.020132,0,1.0
38,6.009799715892514,40241.05986789832,0.0077677,1.7555182361220556,2.3361041145351167,38.63612119207616,0.650358479837521,30.72781831243995,0.22999468593535122,-100.0,-0.47798848491126,-34.31613579183684,-0.616254333313728,100.0,0.057724574405142295,3.0452420090998444,-0.016365,6.414240015080804,0.020132,0,1.0
39,9.425190565040591,112119.5883171121,0.0077677,1.7555182361220556,2.3361041145351167,100.0,0.650358479837521,34.20349908200144,0.22999468593535122,-75.48397372339235,-0.47798848491126,100.0,-0.616254333313728,31.061388307485878,0.057724574405142295,3.5609253860467938,-0.016365,23.995492678450642,0.020132,0,1.0
40,15.692539368887202,68687.87098141293,0.0077677,1.7555182361220556,2.3361041145351167,48.25935030477757,0.650358479837521,100.0,0.22999468593535122,-92.19243691370683,-0.47798848491126,-61.070286184757734,-0.616254333313728,100.0,0.057724574405142295,2.2232245562044657,-0.016365,27.489420934263563,0.020132,0,1.0
41,25.942655931516118,149084.1957967291,0.0077677,1.7555182361220556,2.3361041145351167,53.2214578702237,0.650358479837521,83.36744007757162,0.22999468593535122,-4.089624824097443,-0.47798848491126,100.0,-0.616254333313728,100.0,0.057724574405142295,3.4588595048501602,-0.016365,56.863992952607056,0.020132,0,1.0
42,17.267016898053722,100199.50006093361,0.0077677,1.7555182361220556,2.3361041145351167,100.0,0.650358479837521,100.0,0.22999468593535122,-51.542552671247535,-0.47798848491126,-100.0,-0.616254333313728,71.05883168260151,0.057724574405142295,3.549871833153734,-0.016365,30.131196325636868,0.020132,0,1.0
43,11.830411931534641,37200.091272528174,0.0077677,1.7555182361220556,2.3361041145351167,100.0,0.650358479837521,67.02715985967794,0.22999468593535122,-7.996069088841924,-0.47798848491126,-100.0,-0.616254333313728,23.403744638112528,0.057724574405142295,2.9382589913615593,-0.016365,20.307012681858133,0.020132,0,1.0
44,13.552464694791215,67633.19572260627,0.0077677,1.7555182361220556,2.3361041145351167,84.85681007029618,0.650358479837521,84.9362821571188,0.22999468593535122,-84.52218163402753,-0.47798848491126,33.734246773712755,-0.616254333313728,39.371714719011756,0.057724574405142295,2.5055764393145576,-0.016365,30.160662541681553,0.020132,0,1.0
45,9.234610919667436,47805.26308271232,0.0077677,1.7555182361220556,2.3361041145351167,82.45868687015471,0.650358479837521,58.91065215507528,0.22999468593535122,-70.77782273477368,-0.47798848491126,-100.0,-0.616254333313728,70.15313471997122,0.057724574405142295,3.72001096836994,-0.016365,11.819183044360582,0.020132,0,1.0
46,18.233296810589763,79629.80802377498,0.0077677,1.7555182361220556,2.3361041145351167,100.0,0.650358479837521,92.54172294374581,0.22999468593535122,-14.610853964360105,-0.47798848491126,-66.69342065795,-0.616254333313728,48.71359815898184,0.057724574405142295,3.2551285731186006,-0.016365,34.902007069177074,0.020132,0,1.0
47,21.66145598161775,174904.83834129066,0.0077677,1.7555182361220556,2.3361041145351167,100.0,0.650358479837521,40.044109582260134,0.22999468593535122,-9.262375759020152,-0.47798848491126,100.0,-0.616254333313728,100.0,0.057724574405142295,5.007395939649612,-0.016365,47.25810121482257,0.020132,0,1.0
48,12.340437689878206,115952.61750295984,0.0077677,1.7555182361220556,2.3361041145351167,100.0,0.650358479837521,100.0,0.22999468593535122,-89.55636287534031,-0.47798848491126,-100.0,-0.616254333313728,49.56447494816047,0.057724574405142295,2.278398499186359,-0.016365,21.25474174049818,0.020132,0,1.0
49,19.209059401216237,66934.69557905942,0.0077677,1.7555182361220556,2.3361041145351167,7.9516626809865585,0.650358479837521,100.0,0.22999468593535122,-31.289029365351368,-0.47798848491126,-44.976123589010676,-0.616254333313728,100.0,0.057724574405142295,0.9547683157316769,-0.016365,36.11358572572734,0.020132,0,1.0
50,15.943024118084464,165070.427941071,0.0077677,1.7555182361220556,2.3361041145351167,15.833836827294668,0.650358479837521,70.40216885194194,0.22999468593535122,-1e-20,-0.47798848491126,25.29459956476269,-0.616254333313728,51.855077072887994,0.057724574405142295,0.7921813991581672,-0.016365,34.315993577457334,0.020132,0,1.0
51,10.175801536237561,52055.10506445041,0.0077677,1.7555182361220556,2.3361041145351167,100.0,0.650358479837521,68.11029421958798,0.22999468593535122,-10.58162581448142,-0.47798848491126,-20.005375677075538,-0.616254333313728,-23.97384857901698,0.057724574405142295,1.5169355547066985,-0.016365,23.53705212806576,0.020132,0,1.0
