idx,V,V_O,fitness,AH3,AH3_O,AF3,AF3_O,AF5,AF5_O,A3N3,A3N3_O,AD5,AD5_O,s,tau,lambda1,lambda1_O,lambda2,lambda2_O,taquiónico,taquiónico_O
42,4.49413544322496040310639359162,-0.000117130000000000000000000000000,0.166455398206818,12.622313044685114,0.268442466227236679300000000000,-2.2962937869734645,-0.0397849749059725573000000000000,67.00653797048307,1.63592151122898482000000000000,-66.80354898068289,-1.78776421956490615900000000000,24.612853647040993,0.615745654333057746400000000000,1.60014945956168097090000000000,3.48591006293760086760000000000,-0.140756908020974,0.00123830000000000000000000000000,67.2699249763590,0.00602760000000000000000000000000,1,0
43,-10.6346303057299106589372249453,-0.000117130000000000000000000000000,0.124570930403312,1.4339354111105678,0.268442466227236679300000000000,-60.264916999138606,-0.0397849749059725573000000000000,94.33768303352574,1.63592151122898482000000000000,-90.23762389985006,-1.78776421956490615900000000000,75.8335949068153,0.615745654333057746400000000000,1.60014945956168097090000000000,3.48591006293760086760000000000,0.0791437313845361,0.00123830000000000000000000000000,37.9721224544167,0.00602760000000000000000000000000,0,0
44,-3.67339219928519060791577945396,-0.000117130000000000000000000000000,0.105552717681138,8.221166030787131,0.268442466227236679300000000000,-11.78472524889446,-0.0397849749059725573000000000000,10.26190569360719,1.63592151122898482000000000000,-46.741094813076025,-1.78776421956490615900000000000,32.82437244772217,0.615745654333057746400000000000,1.60014945956168097090000000000,3.48591006293760086760000000000,-1.03231568674510,0.00123830000000000000000000000000,7.45537890611225,0.00602760000000000000000000000000,1,0
45,13.0404820927843679429521797355,-0.000117130000000000000000000000000,0.0840311794963685,23.50241674098568,0.268442466227236679300000000000,89.21626901886103,-0.0397849749059725573000000000000,10.906557750031553,1.63592151122898482000000000000,-60.907882167699526,-1.78776421956490615900000000000,-21.880080337569623,0.615745654333057746400000000000,1.60014945956168097090000000000,3.48591006293760086760000000000,-0.433351031218790,0.00123830000000000000000000000000,55.1872397988167,0.00602760000000000000000000000000,1,0
46,16.3064821924398268111058737440,-0.000117130000000000000000000000000,0.158008386667985,11.816931411136594,0.268442466227236679300000000000,80.79729358091123,-0.0397849749059725573000000000000,61.15645227628278,1.63592151122898482000000000000,-35.78015207193263,-1.78776421956490615900000000000,-31.261981483319047,0.615745654333057746400000000000,1.60014945956168097090000000000,3.48591006293760086760000000000,0.470054351870261,0.00123830000000000000000000000000,88.0434286364866,0.00602760000000000000000000000000,0,0
47,-1.84859458993610521679138546234,-0.000117130000000000000000000000000,0.0724101535648149,0.8870920748701252,0.268442466227236679300000000000,-17.69363442833331,-0.0397849749059725573000000000000,0.1288370083117485,1.63592151122898482000000000000,-5.671046765532282,-1.78776421956490615900000000000,18.434364076657445,0.615745654333057746400000000000,1.60014945956168097090000000000,3.48591006293760086760000000000,-0.0950125855600317,0.00123830000000000000000000000000,1.89430282158710,0.00602760000000000000000000000000,1,0
48,10.3702377305859966985996088057,-0.000117130000000000000000000000000,0.128898970440099,21.481660077762868,0.268442466227236679300000000000,49.251770517351645,-0.0397849749059725573000000000000,36.95182513956874,1.63592151122898482000000000000,-69.61628301707063,-1.78776421956490615900000000000,0.5105852161588587,0.615745654333057746400000000000,1.60014945956168097090000000000,3.48591006293760086760000000000,-0.373802745837097,0.00123830000000000000000000000000,67.4466599981054,0.00602760000000000000000000000000,1,0
49,22.5321862788934709823675848705,-0.000117130000000000000000000000000,0.152813414431024,17.948758185534672,0.268442466227236679300000000000,88.92587336616583,-0.0397849749059725573000000000000,16.699628523417687,1.63592151122898482000000000000,-6.196437012650762,-1.78776421956490615900000000000,-55.42582051287537,0.615745654333057746400000000000,1.60014945956168097090000000000,3.48591006293760086760000000000,-0.122095231083375,0.00123830000000000000000000000000,82.8183215350637,0.00602760000000000000000000000000,1,0
50,13.5452007652536246183557418626,-0.000117130000000000000000000000000,0.136660950152788,20.96585629826255,0.268442466227236679300000000000,75.24547113340122,-0.0397849749059725573000000000000,76.60295218511308,1.63592151122898482000000000000,-87.04637418185759,-1.78776421956490615900000000000,-4.949002524577509,0.615745654333057746400000000000,1.60014945956168097090000000000,3.48591006293760086760000000000,0.318895168178243,0.00123830000000000000000000000000,97.6889566636795,0.00602760000000000000000000000000,0,0
51,10.6703725419321720103471405903,-0.000117130000000000000000000000000,0.116942144115103,16.761566444375603,0.268442466227236679300000000000,47.29825841876459,-0.0397849749059725573000000000000,79.67418361336945,1.63592151122898482000000000000,-78.07134210493177,-1.78776421956490615900000000000,5.889055332205601,0.615745654333057746400000000000,1.60014945956168097090000000000,3.48591006293760086760000000000,0.252014773122083,0.00123830000000000000000000000000,91.6594266813551,0.00602760000000000000000000000000,0,0
52,16.9973947221342115428551117023,-0.000117130000000000000000000000000,0.120823134578273,12.50688014275238,0.268442466227236679300000000000,62.178237425774,-0.0397849749059725573000000000000,71.64400139156282,1.63592151122898482000000000000,-36.56735389252594,-1.78776421956490615900000000000,-26.50927135954852,0.615745654333057746400000000000,1.60014945956168097090000000000,3.48591006293760086760000000000,0.252770184020984,0.00123830000000000000000000000000,99.0165249105802,0.00602760000000000000000000000000,0,0
53,9.41413941780347278252878988511,-0.000117130000000000000000000000000,0.116368906146269,15.039028335380891,0.268442466227236679300000000000,39.791348879447185,-0.0397849749059725573000000000000,95.3985128598712,1.63592151122898482000000000000,-84.88698935504334,-1.78776421956490615900000000000,11.973964267499795,0.615745654333057746400000000000,1.60014945956168097090000000000,3.48591006293760086760000000000,0.326663800115477,0.00123830000000000000000000000000,96.6052232791232,0.00602760000000000000000000000000,0,0
54,3.52747497523010322821236072506,-0.000117130000000000000000000000000,0.159016827765887,11.998437204574003,0.268442466227236679300000000000,5.18759806968913,-0.0397849749059725573000000000000,82.60061885649691,1.63592151122898482000000000000,-80.48161266182649,-1.78776421956490615900000000000,29.154906303634192,0.615745654333057746400000000000,1.60014945956168097090000000000,3.48591006293760086760000000000,0.111525180512652,0.00123830000000000000000000000000,72.6182675872595,0.00602760000000000000000000000000,0,0
55,-6.52589997220747647680501736660,-0.000117130000000000000000000000000,0.142575418710227,7.416206346390794,0.268442466227236679300000000000,-7.757665937494522,-0.0397849749059725573000000000000,-39.8566459067762,1.63592151122898482000000000000,-25.45629418816469,-1.78776421956490615900000000000,31.95685299387472,0.615745654333057746400000000000,1.60014945956168097090000000000,3.48591006293760086760000000000,-31.7158514247607,0.00123830000000000000000000000000,0.432600043273003,0.00602760000000000000000000000000,1,0
56,6.75491934078415732736386019265,-0.000117130000000000000000000000000,0.193348206293332,14.483328435645419,0.268442466227236679300000000000,30.70872713696022,-0.0397849749059725573000000000000,22.109840608660832,1.63592151122898482000000000000,-45.438421985829656,-1.78776421956490615900000000000,11.188860924390994,0.615745654333057746400000000000,1.60014945956168097090000000000,3.48591006293760086760000000000,-0.0582615335851504,0.00123830000000000000000000000000,49.0438566245861,0.00602760000000000000000000000000,1,0
57,-2.52258314727902101160770585551,-0.000117130000000000000000000000000,0.0310940796148608,4.52993552301038,0.268442466227236679300000000000,-20.61530870159774,-0.0397849749059725573000000000000,-6.263654032206873,1.63592151122898482000000000000,-16.29803034716909,-1.78776421956490615900000000000,23.764616008988696,0.615745654333057746400000000000,1.60014945956168097090000000000,3.48591006293760086760000000000,-2.77296549044757,0.00123830000000000000000000000000,1.39992882821340,0.00602760000000000000000000000000,1,0
58,-3.93568706696415857201377952019,-0.000117130000000000000000000000000,0.0550920170071636,-6.502086798784745,0.268442466227236679300000000000,-20.75721348845734,-0.0397849749059725573000000000000,37.54011953266223,1.63592151122898482000000000000,-10.965181791792432,-1.78776421956490615900000000000,17.648063711869753,0.615745654333057746400000000000,1.60014945956168097090000000000,3.48591006293760086760000000000,-0.848880109621571,0.00123830000000000000000000000000,10.2081762144202,0.00602760000000000000000000000000,1,0
59,-9.34542705885119930530744146383,-0.000117130000000000000000000000000,0.100437241375258,6.393452488719234,0.268442466227236679300000000000,-15.509024559871506,-0.0397849749059725573000000000000,-77.07869481921975,1.63592151122898482000000000000,-7.9578526806675,-1.78776421956490615900000000000,35.44233285444511,0.615745654333057746400000000000,1.60014945956168097090000000000,3.48591006293760086760000000000,-60.5827131486221,0.00123830000000000000000000000000,0.262388432631250,0.00602760000000000000000000000000,1,0
