,V,fitness,AH3,AF3,AF5,A3N3,s,tau,lambda1,lambda2,taquiónico
0,2.67039687014096216444158926606,834.721343079627,37.59979604394394,35.33138177887807,-3.9248469337461245,-66.43965647033573,0.9701318288202514,0.9430351843665559,-4.15496209975180,92.8206244992156,1
1,-0.509062062855583974396722624078,2581.38462676028,18.071284439565332,28.659052217047417,34.758382043150704,-87.75599072079612,0.9813046673705709,0.7473130267381591,91.2346856457974,359.162931081238,0
2,18.5768461111115215089739649557,1240.21861415284,54.253944916053825,36.00925839865329,-23.943598971928523,-46.620181740219024,0.9982173525388871,0.7194420270987064,17.9725099872586,206.574258230362,0
3,-17.4814450464576225385826546699,351.311377137948,2.1689062344592713,5.360162720066654,33.68094361510265,-58.80542529000896,0.9872673286752404,0.9090826283276465,11.9174561289312,78.6694187942846,0
4,-11.6468594768012749796071148012,2600.16319931727,57.79221217171505,12.88047798131548,26.305475026785658,-94.12390878026325,0.9238957271674701,0.36288461684040274,125.945231214945,732.270836252058,0
5,-19.2437758416229129920793639030,2926.19542953087,-19.56796567937573,3.6535823267670935,84.26140739231246,-90.22104259116306,0.9981269541302019,0.8909923539031613,-1.43592054916815,461.748802128834,1
6,-26.5338478118482967715863196645,842.112384744078,-1.275637140885749,3.3220446516602777,48.88609916219781,-78.39691595361342,0.979084316706614,0.7375954237490633,11.8321980356947,117.624522352677,0
7,-16.2770240281438631768651248422,2739.82387364934,1.0094853425230355,22.198274650692085,48.81467684234042,-98.17776239749705,0.9628815074185525,0.6881980384528925,43.8104367775705,388.101390653116,0
8,1.85379852527731259215215686709,536.211384543364,28.466091659184855,20.411891102886457,1.7492932139550703,-50.30218249231332,0.7386841867320018,0.9737876486812205,47.8353401034626,188.756481100887,0
9,-4.29761820117239068395065260120,504.507045701689,28.85962814218132,27.602725325927892,26.45741849528443,-88.74570508730918,0.9904595510232815,0.782503214072625,88.0057581438880,202.195435112769,0
10,31.5377442220754744539590319619,3344.24770619085,50.883408470419255,31.801029905611387,-31.752037460702738,-21.670498635626075,0.9290545878944945,0.9006858580848979,18.7886613578762,133.204618752939,0
11,1.42839748227654261825136927655,276.256807122299,28.69487403565995,3.663399064762004,2.799407096292583,-23.035552714510573,0.9045474655653694,0.444639222353698,35.0743437270327,139.375382284562,0
