comp_1,comp_2,comp_3,target
-1.7799967920435247,-1.155249640399936,0.06314059169616092,0
-0.443100115700678,-0.3515137106350307,-0.0575530348276952,0
-0.6682274160395346,-0.7152808759501829,-0.09995368334857387,0
-0.00850449604115251,-0.2913782455598177,-0.30118531801285686,0
-1.3737400622149036,-0.08252650821393662,1.5250059512107523,0
-1.5883503327924227,1.0493927360272435,-1.3355178122898923,0
1.0197448457162384,-0.4807461567508955,-0.7315147513750234,0
-1.6629228421382558,0.5671762276979277,-0.7133738009850251,0
-0.741561638464128,-0.45845351710416177,0.3791626706437715,0
-2.135704402928926,0.06599147762221022,0.2290782737895374,0
-0.9782634804165967,-0.7447464019407786,-0.008898906841845328,0
-1.3280216093071489,-0.9031585239276868,-1.176355597444383,0
-0.9698076308115138,-0.5064249163022007,0.5584969698912843,0
-2.2677075707708196,0.024718090280008227,0.9456169497842755,0
-2.9124438242303285,-1.8664330827966817,0.959160252162591,0
-0.3151924662045335,-0.6765853400751288,-0.4376247306892195,0
-1.9261269878950318,-0.9453843461856634,0.4315332886890025,0
-0.8535331831070788,-0.5218039533864967,0.20670130383504423,0
-2.426482659892289,0.3675062528881494,2.0987868724273513,0
-1.6040712987873722,0.0895659333010218,1.2262684423403734,0
-0.49200503199138845,0.25345584175123764,-0.8716028187418987,0
-1.2854448614012632,-0.16243895554375398,1.0404539005168592,0
-1.2561984404105893,0.09074873869133797,-0.5701238559896175,0
0.02482324668715882,0.22648261703423236,-0.10914591532851933,0
-1.2576408405251913,-0.10572558260674227,1.0495747578595014,0
-0.22934653325646867,-0.531633058008882,-0.3340729094649036,0
-1.3731246184083286,-0.22958569517130775,1.020727385601035,0
-1.6612664296960855,-0.0762349861873519,1.1165761505531278,0
-1.9303931501156402,0.11487530047265682,0.008963794294371403,0
-0.17045274088953136,-0.22311697220883298,0.10849252506213317,0
-0.7245178554813969,-0.926755662549818,-0.36429056924962017,0
-0.6456609776543009,-0.48262166638538534,0.1468587567152495,0
-0.6052170430795083,-0.570286607568825,-0.11619670042981857,0
-0.8567195424120917,-1.0582781590816717,-0.3166687206071367,0
-2.353778421095541,-1.459064284040486,0.776998678536504,0
-1.6507762545540043,0.3350051958008235,1.4663884847777493,0
-0.6785335713567869,-0.01664189091433425,0.7614160331045026,0
-0.9848128872091447,-0.11193117851934643,-0.06247466427516293,0
-3.0029881092892383,-1.0692537359686984,1.084596110799159,0
-1.9401434597547687,-0.4326171437323429,0.9664787929848653,0
0.7484386065738704,-0.18766916111798668,-0.8759714132569192,0
-0.33597464176892844,-0.37217591494062546,-0.24058139345338492,0
-1.1876795736988583,-0.20622363116158157,-0.3241064984927189,0
-1.9933504316505533,0.40373404417392894,0.5430346646414766,0
-0.5308659637421717,-0.4176037157441381,-0.6495196435968578,0
-0.9849834395327389,-1.0518061757964685,-0.9738280550752031,0
0.23200119780926245,-0.554050755077171,-0.5206707429440698,0
-1.490522667555001,0.4024521455544627,-0.23354105587429586,0
-0.6014734681191554,0.41568023406580107,-0.6485151460597895,0
-1.670587676079028,-0.45541693440987224,-0.967243540881899,0
-1.1554089154738278,0.11940741055471174,0.308852915878774,0
-0.6264441362213196,-0.5114185287650593,-0.9946890394755895,0
-0.5113799039750277,-0.5632602151633909,0.28349510213431933,0
-2.188028680305532,-1.296220562611921,1.510678873428862,0
-1.8965277153628104,-0.41540357717750076,1.1089229876490778,0
0.001760382372754014,0.21261026578510106,-0.6625900046277327,0
0.28284520458265944,-0.32381070199613393,-0.6469031486582745,0
-2.6377674767841097,-1.848996059518221,0.3892906970528854,0
-0.8326943801490364,-0.8457061224434498,-0.16623915556692404,0
-1.285936126869399,-0.3110033143994754,0.8683168109723737,0
-1.0621755727078255,-0.24546242643615643,-0.36273241643813064,0
-2.2677075707708196,0.024718090280008227,0.9456169497842755,0
-1.4266167460340524,-0.25802762694391795,1.082266311235914,0
-2.3355570945178368,-0.7845270553547183,1.4813217718972544,0
-0.23634040710808232,-0.7056819529072942,-0.9044019426832206,0
-2.5295391378878356,-2.0842279306025002,1.1300996170694708,0
-1.7428603365886992,-0.4298765132726496,1.055219508061314,0
-0.9525995304692658,-0.4515974340837455,0.7271571007202094,0
-0.09769095500252775,-0.5836344650931294,-0.3230595899058489,0
-3.2285176177345147,-0.9146149962441208,1.647031656186158,0
-2.9033012281860597,-0.33290583170465854,1.105249149077264,0
-0.5583456955792946,0.028219759697494847,0.31027549205645466,0
-0.7328790705550873,-0.9896045559219113,-0.2506702600895296,0
