,V,fitness,AH3,AF3,AF5,AD5,s,taquiónico,tau,A3N3,lambda1,lambda2,type
0,0.4050152104999207,1.7298472739523914,23.223861602719158,36.75951062214599,22.21134707669782,-5.462978235946537,0.8768481884349242,0,,,,,1
1,0.3809789121751123,0.1044658562421744,39.22239209322044,23.09468244381195,9.271339066312308,11.081319795434766,0.8768481884349242,0,,,,,1
2,0.0560770997377266,0.4993703972745008,11.414850513382255,12.955958231765653,28.089336774538587,6.881098890217962,0.8768481884349242,0,,,,,1
3,0.7793582433155967,0.644366126398209,22.43289634973368,-0.9609326205106328,31.175686708136087,20.318904824195315,0.8768481884349242,0,,,,,1
4,0.5464556159385199,0.5386230635618402,37.67779193627175,39.82567230517555,-17.235033711505842,-13.20173547012996,0.8768481884349242,0,,,,,1
5,0.9116900454686216,0.3719148138474986,32.340457139908025,14.060436501639051,-31.21558115958899,11.10227503891302,0.8768481884349242,0,,,,,1
6,0.7282623602413615,0.711537013259568,13.665302059829203,-12.203981263577152,65.59178584408242,40.09906155738327,0.8768481884349242,0,,,,,1
7,0.0314153856468935,0.06389198932791,52.761520392210535,45.84448963708156,12.21084922758967,-5.399139451058236,0.8768481884349242,0,,,,,1
8,-0.0562908128295079,0.5529023307096708,19.701717278406008,49.4073686345413,-12.889346969981345,-38.36846583844581,0.8768481884349242,0,,,,,-1
9,0.280951318768106,1.720742383970547,14.183315662093442,20.282073897877773,-28.226698418013115,-5.986650822257502,0.8768481884349242,1,,,,,1
10,0.3714195211246849,0.4631031609048519,31.21419058221434,36.7903358117149,-6.780992963465991,-9.68907609444523,0.8768481884349242,0,,,,,1
11,0.0603029528589793,0.592379081882138,92.13509155402129,98.17805484975776,-50.30720356617506,-46.44458798447303,0.8768481884349242,0,,,,,1
12,0.0018170181791891,0.0474136448443867,16.365270837147,-7.577076721695999,78.50519815572977,30.253225531103297,0.8768481884349242,0,,,,,1
13,-0.2158080776502342,1.3632668185730004,16.898873912128742,47.46373320997563,27.94739322667593,-31.44992949225921,0.8768481884349242,0,,,,,-1
14,0.5446640832985054,0.4282634881896444,10.855451122157431,3.818470223372728,-0.317490292427621,1.2604888327433912,0.8768481884349242,0,,,,,1
15,-0.1062846845123841,0.4050548293689339,78.99988750942292,99.99418181937284,-50.78666373545803,-46.53612566750511,0.8768481884349242,0,,,,,-1
16,0.1255714224355805,0.203306328409825,15.022857612476862,19.13594479594688,16.77502398040017,-8.746193008483985,0.8768481884349242,0,,,,,1
17,1.8953696560025843,1.0377112607765473,44.50193339476433,-2.695873849619411,-27.277124049543787,50.53823882816926,0.8768481884349242,0,,,,,1
18,0.3221459069242979,0.3068439853622625,7.063570340944229,5.7191559752055845,18.3687511065181,-1.5304531766879783,0.8768481884349242,0,,,,,1
19,0.1649194201795027,0.1992107777105345,12.386823249807222,-19.826400724250945,90.25727945360562,39.94951383085574,0.8768481884349242,0,,,,,1
20,0.314824689829809,0.9897991979705664,52.025879828438136,68.41615390981218,-8.466092563969287,-37.82059928124936,0.8768481884349242,0,,,,,1
21,0.9627302495492448,0.4207108947712197,13.95630206729983,0.6734591362542517,-27.802491777708354,12.39475786402854,0.8768481884349242,0,,,,,1
22,0.0771123292849158,0.1380906566405059,79.90231236479147,79.51859431276068,-44.9336578221201,-28.821152200284946,0.8768481884349242,0,,,,,1
23,1.5260390977302634,1.5657089119338965,5.136433920597904,-14.498722648072707,-49.2722828950786,34.46548102030577,0.8768481884349242,1,,,,,1
24,-1.2879768954067798,2.8514361429629576,8.227968722602313,53.37353840774162,76.2239361146519,-68.0455466696402,0.8768481884349242,0,,,,,-1
25,-0.081554068890824,0.4225298702704277,2.836110159041823,-9.943097747753724,57.65364577502408,17.763555974538164,0.8768481884349242,0,,,,,-1
26,-0.0355569797460491,0.1708810529094259,24.425996997947717,26.31450639033061,12.123813808783426,-4.946101132367017,0.8768481884349242,0,,,,,-1
27,0.3182154702596813,0.2474874491499089,60.87586808373585,70.99297122594032,-63.7454453434102,-34.40405313761019,0.8768481884349242,0,,,,,1
28,0.7671043231967432,0.3089496892457897,25.88868505494232,-18.385462153793444,62.75843259679736,47.19416663752264,0.8768481884349242,0,,,,,1
29,1.5230573450725595,0.9354653582276832,28.741968459257198,-1.2004864499765515,-23.28402026230674,31.915767061011017,0.8768481884349242,0,,,,,1
30,2.251692341763556,1.8683123344691777,13.054372222641216,-46.4063354153927,-24.271304985335288,82.30346309380857,0.8768481884349242,1,,,,,1
31,0.8043213557882561,1.913531793073932,14.306997525562494,19.601324664676795,36.73658855938005,-7.467318039332824,0.8768481884349242,0,,,,,1
32,0.4862869048993911,0.3626700412848085,9.590491291374434,-27.383806797776707,90.80252123303462,51.466851194193296,0.8768481884349242,0,,,,,1
33,0.0096693888100219,0.6953721690773991,9.335560546243014,23.9350685595039,3.588426311473318,-9.31742845128225,0.8768481884349242,0,,,,,1
34,1.7443595715675253,0.902791560970884,30.19059686777325,-19.47941449791274,4.464289146305601,62.14241025088997,0.8768481884349242,0,,,,,1
35,-0.0132840065508581,0.3015320859520601,69.85448948016565,86.52100762764925,-82.86891591843408,-51.61004255677248,0.8768481884349242,0,,,,,-1
36,-0.5664884997067712,1.8268375055090555,-2.9923609429211373,0.0910447262510327,52.30274498589744,3.725472938370138,0.8768481884349242,1,,,,,-1
37,0.523032277372856,0.3614419210552204,56.32062224962184,72.09331028038727,-81.84319784340899,-33.96886409278987,0.8768481884349242,0,,,,,1
38,0.3756882735008052,1.249488477820132,9.10279604778781,-5.81167622056295,-23.964640093053056,17.994655051904807,0.8768481884349242,1,,,,,1
39,0.2476648490573945,0.1891000939468793,50.54479452771034,57.88805225313192,-41.26313050888576,-19.613913655253494,0.8768481884349242,0,,,,,1
40,-0.6078888271976983,1.586211032674821,47.3695550472371,81.19877030555062,11.282081124170574,-63.150008689015415,0.8768481884349242,0,,,,,-1
41,0.1888763073858053,0.5462462165010249,72.80707202234886,82.65176668415083,-32.0183882276514,-39.869247911987536,0.8768481884349242,0,,,,,1
42,0.0703675799995493,0.6090652493215298,58.31942165832756,81.3116114591487,-78.41755685298251,-58.67010974510063,0.8768481884349242,0,,,,,1
43,-0.1087310188933935,0.6472583164331512,14.223292572701022,9.83635066091642,29.00945292102812,-9.02504610255598,0.8768481884349242,0,,,,,-1
44,0.0481528069324463,0.3850831216632964,10.759147415111457,-3.634525903360287,99.7398565220544,23.67993442614295,0.8768481884349242,0,,,,,1
45,0.6204287932683472,0.2738268914200846,15.542687702676158,-5.217114678071326,31.26348348504065,24.80766822612891,0.8768481884349242,0,,,,,1
46,-0.3656832550635287,0.8801170040535772,29.68341956604517,10.41680401124654,76.53522115430454,9.457845511490929,0.8768481884349242,0,,,,,-1
47,0.1083970086682042,0.5171468841781308,35.64149176610448,34.52378650435796,47.95364999819724,-10.550248384210311,0.8768481884349242,0,,,,,1
48,1.0816568061950746,1.1634396524033623,28.33671917457529,-11.32224956181875,13.316358402576498,37.89445925123261,0.8768481884349242,0,,,,,1
49,0.349172013009382,0.1939042374855088,29.513457961214048,8.420390506738258,32.65755324951375,15.147439127207234,0.8768481884349242,0,,,,,1
50,-0.0687111856578562,0.2649342907099637,13.19902802998794,-3.642275236508908,73.12796840252278,24.5678873094738,0.8768481884349242,0,,,,,-1
51,1.1899968383799535,0.7888624637005498,27.454140246001373,-22.862719068892503,64.12735072385343,55.12514819951494,0.8768481884349242,0,,,,,1
52,-0.090256306437304,0.6029313368034799,38.74519751006098,37.20538794737618,55.68467284702237,-13.772216068587005,0.8768481884349242,0,,,,,-1
53,1.1387651859758878,1.3731397608207478,12.43808222735528,-15.551137246398426,-46.4080856952333,31.13402230989803,0.8768481884349242,1,,,,,1
