,V,fitness,AH3,AF3,AF5,AD5,s,taquiónico,type
0,0.3870516984818529,0.1056953950172918,-0.3434578038748412,-70.09906642812302,52.89768385180707,78.6675096624389,2.594235490104128,1,1
1,0.0633779921250713,0.0745127364628049,-4.195618931571985,-60.86921594558705,57.291575479284376,45.763548513112255,2.594235490104128,1,1
2,0.0191603764726596,0.1063868417433388,7.559032644294376,42.68698492262629,-1.1345272460840905,11.582701091173632,2.594235490104128,1,1
3,0.0655267935056231,0.1540067307447858,10.346123423074388,-35.70152544563847,66.10633678245773,54.52604596761236,2.594235490104128,1,1
4,0.5938110294139851,0.0989319314433961,-2.408993660136275,-91.17539439779996,21.143191487135724,69.61690897084546,2.594235490104128,1,1
5,0.1942409179738505,0.0744804006552114,4.9014176988382445,8.725301193810182,-8.529481892774825,9.419011901794974,2.594235490104128,1,1
6,-0.0196162557845736,0.0909099890039188,6.987795549781637,-13.909565884409432,41.215333914745,36.12876240459306,2.594235490104128,1,-1
7,0.3996979714986602,0.0798105843960393,2.825268580741124,-43.65183418057115,26.55795410255688,54.25160369230397,2.594235490104128,0,1
8,0.011716077163433,0.0665106179590651,6.639392026956486,28.26688235869088,-18.581707565618984,-7.03519048339534,2.594235490104128,1,1
9,0.4972821861079616,0.218054975528477,4.576379764672026,-8.689339201079832,-17.552915066498457,53.59804802907752,2.594235490104128,1,1
10,0.4452813015872379,0.1956417662641409,14.323798177276004,39.27682853094288,13.108800369868078,43.08039844224308,2.594235490104128,0,1
11,0.0784204365942315,0.1478317064797249,9.150929167914311,39.78749982785212,29.32874970890757,9.787177707213829,2.594235490104128,0,1
12,0.0543921553396602,0.1542877734862925,16.132773532267322,94.98326764551648,34.42280881215939,-4.943502659539774,2.594235490104128,0,1
13,0.1576517485674385,0.0715847911150748,9.3473860235419,-16.335728237871734,31.66739889608081,47.97605937266815,2.594235490104128,1,1
14,0.3839542924684895,0.1647277174606957,10.598882516059476,52.263918039907566,-53.62448996573372,18.171192359471803,2.594235490104128,1,1
15,0.0893456088358344,0.1262685885244016,8.044787135342673,48.51121211718748,7.79313883575432,10.301867562140018,2.594235490104128,0,1
16,-0.0014131804596713,0.2791442223779937,0.1384910741708722,3.5267640326624985,75.52922640811008,29.778865547630545,2.594235490104128,0,-1
17,0.0512864734884774,0.1308056673978303,12.88318288329387,62.04981407422051,58.79819954392286,17.19017982522712,2.594235490104128,0,1
18,0.3375097720849398,0.2113128564684342,10.18268651049594,69.1319464878016,-31.22918415557632,-9.735790276925613,2.594235490104128,0,1
19,0.2458849044425628,0.2208377919036382,17.678410419003526,82.75789840545758,-6.733011822310758,11.27760263406141,2.594235490104128,0,1
20,0.268869172850765,0.1795513928575729,12.240569082000818,84.23563639193435,22.33864411509468,11.56673298688824,2.594235490104128,0,1
21,0.0271341110711673,0.1652748108857966,10.89390016581389,30.459722497401717,73.9576531003037,24.92913974524005,2.594235490104128,0,1
22,0.2968028524250599,0.0680887890344674,6.591907779090093,-44.19452075664623,33.06974928967878,61.86900862315457,2.594235490104128,1,1
23,0.3053115730993098,0.1917725795524458,5.362208069224323,32.56649941881881,-5.351278781301332,24.68486533667449,2.594235490104128,1,1
