comp_1,comp_2,target
-450.6373996816845,423.04649663808704,2
-2221.6526423068676,-1665.558706299031,0
1713.1696791777438,355.5387532415373,3
-1134.8435803181255,-488.61621916235214,2
-1957.7769404652813,-1407.3208445711723,0
155.4044671803932,423.43962427103213,3
2051.922214976407,395.69331902477984,3
-1174.034341684311,-984.9394742443579,1
240.63302999151682,-1029.12299845492,3
-1603.0290393522866,-771.6990049111855,0
-1892.094883512495,-1267.8383214313717,0
1543.4458709904375,294.4522305398512,3
551.7061431007722,8.022872099832203,3
-1312.0153487521775,-1262.8925138638276,0
1771.8661404849477,-19.744538489006953,1
-140.04623111051066,-113.77005014427662,3
-2911.9960161534623,-3352.912729375605,0
-1935.3923326185784,-1593.527115503983,0
-1858.3544367813072,-1795.4688581663352,0
1407.827264748921,923.0521752870242,3
194.41535180259947,-2179.031953824351,1
-1316.5984713015598,4882.266112007402,2
1075.5413531254665,810.9695138508963,1
-1691.2565873290714,-793.0515393271354,0
-289.81080707091803,5968.743238897009,2
470.4801147646175,524.5807448595494,1
2467.464169689821,723.645226101552,3
-1154.6598133558325,-818.007912848246,0
2040.1049779413893,829.1052810979861,3
-709.4657556438648,616.4223750436867,3
-1784.5681985025517,-1058.9912528264133,0
-2067.645205400828,-906.7427471299854,0
-1996.7606541401012,-1468.8832794734583,0
670.2933364987304,37.767862003287654,3
341.673762317401,-990.2860415606783,1
-148.01881678444977,-612.3891279910295,0
797.2061320122169,48.53633787891775,1
1209.2104682181025,243.83851880969206,3
-1222.1596816712083,-577.6814460507999,0
-1942.57772601916,-1064.5803376635952,0
-1547.2038218010434,-23.851142526632998,2
14087.947589883444,4906.130586868026,3
791.8331870632468,125.71481605364275,3
1625.4770326945943,1177.291946813293,3
-1059.8489349979727,-442.32414947567844,2
173.62166442235483,-4742.510183951176,1
541.5368013910372,938.01319742585,3
1391.7108285158063,249.21167888776043,1
4733.3440721916195,499.48852739422114,3
-1222.6368373420435,-702.2397059912885,2
54.028544386381945,-63.532430580715506,1
-1965.6905117276872,-1226.536896070106,0
1222.499045693638,-1193.7835346492705,1
-266.4892163183036,-553.0730756530597,0
-2942.7075136221774,-1772.954104846124,0
-1221.0380760442831,-28.60229563033361,2
-1794.5149685603542,-545.5444589591647,2
1413.3446492382745,527.0908112644482,3
-31.347140489324104,387.7246103952978,2
557.1238878819617,205.6571223769041,3
543.7709483856057,357.35398093305025,1
-398.20116608844404,-249.74303914529926,1
